"Marque;Carburant;puiss_max;masse_ordma_min;Carrosserie;boite;gamme2;CO2;Cat_CO2"
"SEAT;GO;105.0;1245;BERLINE;M;INFERIEURE;119.0;B"
"SEAT;GO;55.0;1150;BERLINE;M;INFERIEURE;89.0;A"
"SEAT;GO;55.0;1135;BERLINE;M;INFERIEURE;99.0;A"
"SEAT;ES;63.0;1075;BERLINE;M;INFERIEURE;139.0;C"
"SEAT;ES;51.0;1049;BERLINE;M;INFERIEURE;125.0;C"
"SEAT;ES;44.0;1049;BERLINE;M;INFERIEURE;125.0;C"
"SEAT;ES;132.0;1259;BERLINE;A;INFERIEURE;139.0;C"
"SEAT;ES;110.0;1254;BERLINE;A;INFERIEURE;139.0;C"
"SEAT;GO;66.0;1225;BERLINE;M;INFERIEURE;109.0;B"
"SEAT;GO;77.0;1225;BERLINE;M;INFERIEURE;109.0;B"
"SEAT;ES;77.0;1165;BERLINE;A;INFERIEURE;124.0;C"
"SEAT;ES;77.0;1145;BERLINE;M;INFERIEURE;119.0;B"
"SEAT;ES;77.0;1150;BERLINE;M;INFERIEURE;113.0;B"
"SEAT;GO;55.0;1190;BERLINE;M;INFERIEURE;99.0;A"
"SEAT;GO;55.0;1205;BERLINE;M;INFERIEURE;89.0;A"
"SEAT;ES;63.0;1130;BERLINE;M;INFERIEURE;139.0;C"
"SEAT;ES;51.0;1110;BERLINE;M;INFERIEURE;128.0;C"
"SEAT;ES;44.0;1110;BERLINE;M;INFERIEURE;128.0;C"
"SEAT;ES;132.0;1327;BERLINE;A;MOY-INFERIEURE;132.0;C"
"SEAT;ES;132.0;1310;BERLINE;M;MOY-INFERIEURE;137.0;C"
"SEAT;ES;77.0;1235;BERLINE;A;MOY-INFERIEURE;112.0;B"
"SEAT;ES;77.0;1199;BERLINE;M;MOY-INFERIEURE;119.0;B"
"SEAT;ES;63.0;1188;BERLINE;M;MOY-INFERIEURE;119.0;B"
"SEAT;GO;110.0;1300;BERLINE;M;MOY-INFERIEURE;116.0;B"
"SEAT;GO;110.0;1305;BERLINE;M;MOY-INFERIEURE;106.0;B"
"SEAT;GO;77.0;1281;BERLINE;M;MOY-INFERIEURE;108.0;B"
"SEAT;GO;77.0;1286;BERLINE;M;MOY-INFERIEURE;99.0;A"
"SEAT;ES;90.0;1224;BERLINE;M;MOY-INFERIEURE;120.0;B"
"SEAT;GO;135.0;1370;BERLINE;M;MOY-INFERIEURE;109.0;B"
"SEAT;ES;103.0;1211;BERLINE;M;MOY-INFERIEURE;119.0;B"
"SEAT;ES;132.0;1307;BERLINE;A;MOY-INFERIEURE;132.0;C"
"SEAT;ES;132.0;1290;BERLINE;M;MOY-INFERIEURE;137.0;C"
"SEAT;ES;77.0;1215;BERLINE;A;MOY-INFERIEURE;112.0;B"
"SEAT;ES;77.0;1179;BERLINE;M;MOY-INFERIEURE;119.0;B"
"SEAT;ES;63.0;1168;BERLINE;M;MOY-INFERIEURE;119.0;B"
"SEAT;GO;110.0;1315;BERLINE;A;MOY-INFERIEURE;117.0;B"
"SEAT;GO;110.0;1285;BERLINE;M;MOY-INFERIEURE;106.0;B"
"SEAT;GO;77.0;1261;BERLINE;M;MOY-INFERIEURE;108.0;B"
"SEAT;GO;77.0;1266;BERLINE;M;MOY-INFERIEURE;99.0;A"
"SEAT;ES;90.0;1204;BERLINE;M;MOY-INFERIEURE;120.0;B"
"SEAT;GO;135.0;1350;BERLINE;M;MOY-INFERIEURE;109.0;B"
"SEAT;ES;44.0;929;BERLINE;M;INFERIEURE;105.0;B"
"SEAT;ES;44.0;940;BERLINE;M;INFERIEURE;95.0;A"
"SEAT;ES;44.0;932;BERLINE;A;INFERIEURE;103.0;B"
"SEAT;ES;55.0;929;BERLINE;M;INFERIEURE;108.0;B"
"SEAT;ES;55.0;940;BERLINE;M;MOY-SUPERIEURE;98.0;A"
"SEAT;ES;55.0;932;BERLINE;A;INFERIEURE;105.0;B"
"SEAT;ES;90.0;1230;BERLINE;A;MOY-SUPERIEURE;134.0;C"
"SEAT;GO;77.0;1265;BERLINE;M;MOY-SUPERIEURE;114.0;B"
"SEAT;GO;77.0;1265;BERLINE;M;MOY-SUPERIEURE;106.0;B"
"SEAT;GO;77.0;1265;BERLINE;M;MOY-SUPERIEURE;104.0;B"
"SEAT;ES;63.0;1155;BERLINE;M;MOY-SUPERIEURE;119.0;B"
"SEAT;ES;77.0;1175;BERLINE;M;MOY-SUPERIEURE;125.0;C"
"SEAT;ES;77.0;1175;BERLINE;M;MOY-SUPERIEURE;118.0;B"
"SEAT;ES;77.0;1175;BERLINE;M;MOY-SUPERIEURE;116.0;B"
"SEAT;ES;55.0;1135;BERLINE;M;MOY-SUPERIEURE;137.0;C"
"SKODA;ES;44.0;929;BERLINE;M;INFERIEURE;105.0;B"
"SKODA;ES;44.0;940;BERLINE;M;INFERIEURE;95.0;A"
"SKODA;ES;44.0;932;BERLINE;A;INFERIEURE;103.0;B"
"SKODA;ES;55.0;929;BERLINE;M;INFERIEURE;108.0;B"
"SKODA;ES;55.0;940;BERLINE;M;INFERIEURE;98.0;A"
"SKODA;ES;55.0;932;BERLINE;A;INFERIEURE;105.0;B"
"SKODA;ES;132.0;1318;BERLINE;A;MOY-INFERIEURE;148.0;D"
"SKODA;GO;55.0;1204;BERLINE;M;MOY-INFERIEURE;109.0;B"
"SKODA;GO;66.0;1204;BERLINE;M;MOY-INFERIEURE;109.0;B"
"SKODA;GO;77.0;1219;BERLINE;M;MOY-INFERIEURE;109.0;B"
"SKODA;ES;63.0;1116;BERLINE;M;MOY-INFERIEURE;121.0;C"
"SKODA;ES;77.0;1164;BERLINE;A;MOY-INFERIEURE;124.0;C"
"SKODA;ES;77.0;1130;BERLINE;M;MOY-INFERIEURE;124.0;C"
"SKODA;GO;55.0;1199;BERLINE;M;MOY-INFERIEURE;89.0;A"
"SKODA;GO;55.0;1203;BERLINE;M;MOY-INFERIEURE;89.0;A"
"SKODA;ES;44.0;1095;BERLINE;M;MOY-INFERIEURE;128.0;C"
"SKODA;GO;55.0;1224;BREAK;M;MOY-INFERIEURE;109.0;B"
"SKODA;GO;66.0;1224;BREAK;M;MOY-INFERIEURE;109.0;B"
"SKODA;GO;77.0;1239;BREAK;M;MOY-INFERIEURE;109.0;B"
"SKODA;ES;63.0;1136;BREAK;M;MOY-INFERIEURE;121.0;C"
"SKODA;ES;77.0;1184;BREAK;A;MOY-INFERIEURE;124.0;C"
"SKODA;ES;77.0;1150;BREAK;M;MOY-INFERIEURE;124.0;C"
"SKODA;GO;55.0;1219;BREAK;M;MOY-INFERIEURE;89.0;A"
"SKODA;ES;44.0;1110;BREAK;M;MOY-INFERIEURE;132.0;C"
"SKODA;ES;90.0;1335;BERLINE;A;MOY-SUPERIEURE;147.0;D"
"SKODA;ES;90.0;1345;BERLINE;A;MOY-SUPERIEURE;147.0;D"
"SKODA;ES;90.0;1330;BERLINE;A;MOY-SUPERIEURE;147.0;D"
"SKODA;ES;90.0;1315;BERLINE;M;MOY-SUPERIEURE;148.0;D"
"SKODA;ES;90.0;1325;BERLINE;M;MOY-SUPERIEURE;148.0;D"
"SKODA;ES;90.0;1310;BERLINE;M;MOY-SUPERIEURE;148.0;D"
"SKODA;GO;77.0;1390;BERLINE;M;MOY-SUPERIEURE;99.0;A"
"SKODA;GO;77.0;1380;BERLINE;A;MOY-SUPERIEURE;123.0;C"
"SKODA;GO;77.0;1375;BERLINE;A;MOY-SUPERIEURE;123.0;C"
"SKODA;GO;77.0;1365;BERLINE;M;MOY-SUPERIEURE;119.0;B"
"SKODA;GO;77.0;1355;BERLINE;M;MOY-SUPERIEURE;119.0;B"
"SKODA;GO;77.0;1350;BERLINE;M;MOY-SUPERIEURE;119.0;B"
"SKODA;ES;77.0;1270;BERLINE;M;MOY-SUPERIEURE;134.0;C"
"SKODA;ES;77.0;1265;BERLINE;M;MOY-SUPERIEURE;134.0;C"
"SKODA;ES;147.0;1470;BERLINE;A;MOY-SUPERIEURE;180.0;E"
"SKODA;ES;147.0;1460;BERLINE;A;MOY-SUPERIEURE;180.0;E"
"SKODA;ES;147.0;1455;BERLINE;A;MOY-SUPERIEURE;180.0;E"
"SKODA;ES;147.0;1450;BERLINE;M;MOY-SUPERIEURE;175.0;E"
"SKODA;ES;147.0;1440;BERLINE;M;MOY-SUPERIEURE;175.0;E"
"SKODA;ES;147.0;1435;BERLINE;M;MOY-SUPERIEURE;175.0;E"
"SKODA;ES;118.0;1385;BERLINE;A;MOY-SUPERIEURE;155.0;D"
"SKODA;ES;118.0;1375;BERLINE;A;MOY-SUPERIEURE;155.0;D"
"SKODA;ES;118.0;1370;BERLINE;A;MOY-SUPERIEURE;155.0;D"
"SKODA;ES;118.0;1365;BERLINE;M;MOY-SUPERIEURE;158.0;D"
"SKODA;ES;118.0;1355;BERLINE;M;MOY-SUPERIEURE;158.0;D"
"SKODA;ES;118.0;1350;BERLINE;M;MOY-SUPERIEURE;158.0;D"
"SKODA;GO;125.0;1505;BERLINE;A;MOY-SUPERIEURE;159.0;D"
"SKODA;GO;125.0;1495;BERLINE;A;MOY-SUPERIEURE;159.0;D"
"SKODA;GO;125.0;1490;BERLINE;A;MOY-SUPERIEURE;159.0;D"
"SKODA;GO;125.0;1485;BERLINE;M;MOY-SUPERIEURE;149.0;D"
"SKODA;GO;125.0;1475;BERLINE;M;MOY-SUPERIEURE;149.0;D"
"SKODA;GO;125.0;1470;BERLINE;M;MOY-SUPERIEURE;149.0;D"
"SKODA;GO;103.0;1415;BERLINE;A;MOY-SUPERIEURE;138.0;C"
"SKODA;GO;103.0;1395;BERLINE;M;MOY-SUPERIEURE;126.0;C"
"SKODA;ES;90.0;1350;BREAK;A;MOY-SUPERIEURE;147.0;D"
"SKODA;ES;90.0;1360;BREAK;A;MOY-SUPERIEURE;147.0;D"
"SKODA;ES;90.0;1345;BREAK;A;MOY-SUPERIEURE;147.0;D"
"SKODA;ES;90.0;1330;BREAK;M;MOY-SUPERIEURE;148.0;D"
"SKODA;ES;90.0;1340;BREAK;M;MOY-SUPERIEURE;148.0;D"
"SKODA;ES;90.0;1325;BREAK;M;MOY-SUPERIEURE;148.0;D"
"SKODA;GO;77.0;1405;BREAK;M;MOY-SUPERIEURE;107.0;B"
"SKODA;GO;77.0;1395;BREAK;A;MOY-SUPERIEURE;123.0;C"
"SKODA;GO;77.0;1390;BREAK;A;MOY-SUPERIEURE;123.0;C"
"SKODA;GO;77.0;1370;BREAK;M;MOY-SUPERIEURE;119.0;B"
"SKODA;GO;77.0;1380;BREAK;M;MOY-SUPERIEURE;119.0;B"
"SKODA;GO;77.0;1365;BREAK;M;MOY-SUPERIEURE;119.0;B"
"SKODA;GO;77.0;1480;BREAK;M;MOY-SUPERIEURE;141.0;D"
"SKODA;GO;77.0;1475;BREAK;M;MOY-SUPERIEURE;141.0;D"
"SKODA;ES;77.0;1280;BREAK;M;MOY-SUPERIEURE;134.0;C"
"SKODA;ES;147.0;1475;BREAK;A;MOY-SUPERIEURE;180.0;E"
"SKODA;ES;147.0;1485;BREAK;A;MOY-SUPERIEURE;180.0;E"
"SKODA;ES;147.0;1470;BREAK;A;MOY-SUPERIEURE;180.0;E"
"SKODA;ES;147.0;1455;BREAK;M;MOY-SUPERIEURE;175.0;E"
"SKODA;ES;147.0;1465;BREAK;M;MOY-SUPERIEURE;175.0;E"
"SKODA;ES;147.0;1450;BREAK;M;MOY-SUPERIEURE;175.0;E"
"SKODA;ES;118.0;1390;BREAK;A;MOY-SUPERIEURE;155.0;D"
"SKODA;ES;118.0;1400;BREAK;A;MOY-SUPERIEURE;155.0;D"
"SKODA;ES;118.0;1385;BREAK;A;MOY-SUPERIEURE;155.0;D"
"SKODA;ES;118.0;1370;BREAK;M;MOY-SUPERIEURE;158.0;D"
"SKODA;ES;118.0;1380;BREAK;M;MOY-SUPERIEURE;158.0;D"
"SKODA;ES;118.0;1365;BREAK;M;MOY-SUPERIEURE;158.0;D"
"SKODA;GO;125.0;1510;BREAK;A;MOY-SUPERIEURE;159.0;D"
"SKODA;GO;125.0;1520;BREAK;A;MOY-SUPERIEURE;159.0;D"
"SKODA;GO;125.0;1505;BREAK;A;MOY-SUPERIEURE;159.0;D"
"SKODA;GO;125.0;1500;BREAK;M;MOY-SUPERIEURE;149.0;D"
"SKODA;GO;125.0;1490;BREAK;M;MOY-SUPERIEURE;149.0;D"
"SKODA;GO;125.0;1485;BREAK;M;MOY-SUPERIEURE;149.0;D"
"SKODA;GO;103.0;1430;BREAK;A;MOY-SUPERIEURE;143.0;D"
"SKODA;GO;103.0;1410;BREAK;M;MOY-SUPERIEURE;129.0;C"
"SKODA;GO;103.0;1520;BREAK;A;MOY-SUPERIEURE;156.0;D"
"SKODA;GO;103.0;1515;BREAK;A;MOY-SUPERIEURE;156.0;D"
"SKODA;GO;103.0;1505;BREAK;M;MOY-SUPERIEURE;148.0;D"
"SKODA;GO;103.0;1500;BREAK;M;MOY-SUPERIEURE;148.0;D"
"SKODA;GO;103.0;1495;BREAK;M;MOY-SUPERIEURE;148.0;D"
"SKODA;GO;103.0;1575;BREAK;A;MOY-SUPERIEURE;162.0;E"
"SKODA;GO;103.0;1570;BREAK;M;MOY-SUPERIEURE;155.0;D"
"SKODA;GO;103.0;1555;BREAK;M;MOY-SUPERIEURE;155.0;D"
"SKODA;ES;103.0;1256;BERLINE;M;MOY-SUPERIEURE;121.0;C"
"SKODA;ES;132.0;1342;BERLINE;A;MOY-SUPERIEURE;132.0;C"
"SKODA;ES;132.0;1313;BERLINE;M;MOY-SUPERIEURE;141.0;D"
"SKODA;ES;77.0;1233;BERLINE;M;MOY-SUPERIEURE;114.0;B"
"SKODA;GO;110.0;1355;BERLINE;A;MOY-SUPERIEURE;119.0;B"
"SKODA;GO;110.0;1334;BERLINE;M;MOY-SUPERIEURE;106.0;B"
"SKODA;GO;77.0;1338;BERLINE;A;MOY-SUPERIEURE;102.0;B"
"SKODA;GO;77.0;1307;BERLINE;M;MOY-SUPERIEURE;99.0;A"
"SKODA;ES;90.0;1230;BERLINE;A;MOY-INFERIEURE;134.0;C"
"SKODA;GO;77.0;1265;BERLINE;M;MOY-INFERIEURE;106.0;B"
"SKODA;GO;77.0;1265;BERLINE;M;MOY-INFERIEURE;104.0;B"
"SKODA;ES;63.0;1155;BERLINE;M;MOY-INFERIEURE;119.0;B"
"SKODA;ES;77.0;1175;BERLINE;M;MOY-INFERIEURE;125.0;C"
"SKODA;ES;55.0;1135;BERLINE;M;MOY-INFERIEURE;137.0;C"
"SKODA;GO;66.0;1322;COMBISPACE;M;INFERIEURE;124.0;C"
"SKODA;GO;77.0;1322;COMBISPACE;M;INFERIEURE;124.0;C"
"SKODA;ES;63.0;1221;COMBISPACE;M;INFERIEURE;134.0;C"
"SKODA;ES;77.0;1271;COMBISPACE;A;INFERIEURE;134.0;C"
"SKODA;ES;77.0;1237;COMBISPACE;M;INFERIEURE;134.0;C"
"SKODA;GO;55.0;1314;COMBISPACE;M;INFERIEURE;109.0;B"
"SKODA;GO;55.0;1308;COMBISPACE;M;INFERIEURE;119.0;B"
"SKODA;ES;92.0;1482;BERLINE;M;SUPERIEURE;157.0;D"
"SKODA;ES;92.0;1477;BERLINE;M;SUPERIEURE;157.0;D"
"SKODA;GO;77.0;1524;BERLINE;M;SUPERIEURE;114.0;B"
"SKODA;GO;77.0;1517;BERLINE;M;SUPERIEURE;130.0;C"
"SKODA;ES;118.0;1523;BERLINE;A;SUPERIEURE;168.0;E"
"SKODA;ES;191.0;1714;BERLINE;A;SUPERIEURE;235.0;F"
"SKODA;GO;103.0;1569;BERLINE;A;SUPERIEURE;154.0;D"
"SKODA;GO;103.0;1547;BERLINE;M;SUPERIEURE;143.0;D"
"SKODA;GO;103.0;1551;BERLINE;M;SUPERIEURE;128.0;C"
"SKODA;GO;103.0;1645;BERLINE;A;SUPERIEURE;162.0;E"
"SKODA;GO;125.0;1572;BERLINE;A;SUPERIEURE;157.0;D"
"SKODA;GO;125.0;1555;BERLINE;M;SUPERIEURE;149.0;D"
"SKODA;GO;125.0;1632;BERLINE;M;SUPERIEURE;163.0;E"
"SKODA;ES;92.0;1504;BREAK;M;SUPERIEURE;159.0;D"
"SKODA;ES;92.0;1499;BREAK;M;SUPERIEURE;159.0;D"
"SKODA;GO;77.0;1546;BREAK;M;SUPERIEURE;114.0;B"
"SKODA;GO;77.0;1539;BREAK;M;SUPERIEURE;133.0;C"
"SKODA;ES;118.0;1545;BREAK;A;SUPERIEURE;170.0;E"
"SKODA;ES;118.0;1550;BREAK;A;SUPERIEURE;170.0;E"
"SKODA;ES;191.0;1736;BREAK;A;SUPERIEURE;237.0;F"
"SKODA;ES;191.0;1746;BREAK;A;SUPERIEURE;237.0;F"
"SKODA;GO;103.0;1591;BREAK;A;SUPERIEURE;158.0;D"
"SKODA;GO;103.0;1591;BREAK;A;SUPERIEURE;154.0;D"
"SKODA;GO;103.0;1569;BREAK;M;SUPERIEURE;145.0;D"
"SKODA;GO;103.0;1573;BREAK;M;SUPERIEURE;128.0;C"
"SKODA;GO;103.0;1667;BREAK;A;SUPERIEURE;166.0;E"
"SKODA;GO;125.0;1594;BREAK;A;SUPERIEURE;159.0;D"
"SKODA;GO;125.0;1577;BREAK;M;SUPERIEURE;151.0;D"
"SKODA;GO;125.0;1654;BREAK;M;SUPERIEURE;165.0;E"
"SKODA;GO;77.0;1410;TS TERRAINS/CHEMINS;M;INFERIEURE;119.0;B"
"SKODA;ES;77.0;1375;TS TERRAINS/CHEMINS;A;INFERIEURE;154.0;D"
"SKODA;ES;77.0;1370;TS TERRAINS/CHEMINS;A;INFERIEURE;154.0;D"
"SKODA;ES;77.0;1340;TS TERRAINS/CHEMINS;M;INFERIEURE;149.0;D"
"SKODA;ES;118.0;1505;TS TERRAINS/CHEMINS;M;INFERIEURE;189.0;E"
"SKODA;GO;81.0;1420;TS TERRAINS/CHEMINS;M;INFERIEURE;140.0;C"
"SKODA;GO;81.0;1415;TS TERRAINS/CHEMINS;M;INFERIEURE;140.0;C"
"SKODA;GO;103.0;1470;TS TERRAINS/CHEMINS;M;INFERIEURE;134.0;C"
"SKODA;GO;103.0;1555;TS TERRAINS/CHEMINS;A;INFERIEURE;169.0;E"
"SKODA;GO;103.0;1530;TS TERRAINS/CHEMINS;M;INFERIEURE;157.0;D"
"SKODA;GO;81.0;1525;TS TERRAINS/CHEMINS;M;INFERIEURE;159.0;D"
"SKODA;GO;125.0;1535;TS TERRAINS/CHEMINS;M;INFERIEURE;155.0;D"
"SMART;GO;40.0;845;COUPE;M;ECONOMIQUE;86.0;A"
"SMART;GO;40.0;845;COUPE;M;ECONOMIQUE;87.0;A"
"SMART;ES;45.0;825;COUPE;M;ECONOMIQUE;97.0;A"
"SMART;ES;45.0;825;COUPE;M;ECONOMIQUE;98.0;A"
"SMART;ES;62.0;845;COUPE;M;ECONOMIQUE;114.0;B"
"SMART;ES;62.0;845;COUPE;M;ECONOMIQUE;119.0;B"
"SMART;ES;62.0;845;COUPE;M;ECONOMIQUE;115.0;B"
"SMART;ES;62.0;845;COUPE;M;ECONOMIQUE;120.0;B"
"SMART;ES;75.0;870;COUPE;M;ECONOMIQUE;119.0;B"
"SMART;ES;52.0;825;COUPE;M;ECONOMIQUE;97.0;A"
"SMART;ES;52.0;825;COUPE;M;ECONOMIQUE;98.0;A"
"SMART;GO;40.0;875;CABRIOLET;M;ECONOMIQUE;86.0;A"
"SMART;GO;40.0;875;CABRIOLET;M;ECONOMIQUE;87.0;A"
"SMART;ES;62.0;875;COUPE;M;ECONOMIQUE;114.0;B"
"SMART;ES;62.0;875;CABRIOLET;M;ECONOMIQUE;114.0;B"
"SMART;ES;62.0;875;CABRIOLET;M;ECONOMIQUE;119.0;B"
"SMART;ES;62.0;875;CABRIOLET;M;ECONOMIQUE;115.0;B"
"SMART;ES;62.0;875;CABRIOLET;M;ECONOMIQUE;120.0;B"
"SMART;ES;75.0;895;CABRIOLET;M;ECONOMIQUE;119.0;B"
"SMART;ES;52.0;855;CABRIOLET;M;ECONOMIQUE;99.0;A"
"SMART;ES;52.0;855;CABRIOLET;M;ECONOMIQUE;100.0;A"
"SSANGYONG;GO;129.0;1666;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;157.0;D"
"SSANGYONG;GO;109.6;1679;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;147.0;D"
"SSANGYONG;GO;129.0;1747;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;169.0;E"
"SSANGYONG;GO;129.0;1767;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;199.0;E"
"SSANGYONG;GO;109.6;1747;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;157.0;D"
"SSANGYONG;GO;114.0;2035;TS TERRAINS/CHEMINS;M;SUPERIEURE;196.0;E"
"SSANGYONG;GO;114.0;2060;TS TERRAINS/CHEMINS;A;SUPERIEURE;206.0;F"
"SSANGYONG;GO;114.0;2043;MINIBUS;M;MOY-INFERIEURE;199.0;E"
"SSANGYONG;GO;114.0;2179;MINIBUS;A;MOY-INFERIEURE;212.0;F"
"SUBARU;ES;147.0;1305;COUPE;M;LUXE;181.0;E"
"SUBARU;ES;147.0;1328;COUPE;A;LUXE;164.0;E"
"SUBARU;ES;110.0;1555;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;173.0;E"
"SUBARU;ES;110.0;1565;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;174.0;E"
"SUBARU;GO;108.0;1625;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;158.0;D"
"SUBARU;GO;108.0;1615;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;155.0;D"
"SUBARU;ES;110.0;1552;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;160.0;D"
"SUBARU;GO;108.0;1631;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;156.0;D"
"SUBARU;GO;108.0;1645;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;156.0;D"
"SUBARU;ES;221.0;1580;BREAK;M;MOY-SUPERIEURE;243.0;F"
"SUBARU;ES;221.0;1580;BERLINE;M;MOY-SUPERIEURE;243.0;F"
"SUBARU;GO;110.0;1602;BERLINE;M;MOY-SUPERIEURE;153.0;D"
"SUBARU;GO;110.0;1658;BREAK;M;MOY-SUPERIEURE;156.0;D"
"SUBARU;GO;110.0;1646;BREAK;M;MOY-SUPERIEURE;155.0;D"
"SUBARU;ES;191.0;1662;BREAK;A;MOY-SUPERIEURE;232.0;F"
"SUBARU;GO;66.0;1210;MINISPACE;M;INFERIEURE;113.0;B"
"SUBARU;GO;66.0;1215;MINISPACE;A;INFERIEURE;115.0;B"
"SUBARU;ES;73.0;1145;MINISPACE;M;INFERIEURE;127.0;C"
"SUBARU;ES;84.0;1425;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;151.0;D"
"SUBARU;ES;110.0;1425;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;160.0;D"
"SUBARU;GO;108.0;1490;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;146.0;D"
"SUZUKI;ES;50.0;970;BERLINE;A;ECONOMIQUE;118.0;B"
"SUZUKI;ES;50.0;930;BERLINE;M;ECONOMIQUE;99.0;A"
"SUZUKI;GO;95.0;1604;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;174.0;E"
"SUZUKI;GO;95.0;1729;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;174.0;E"
"SUZUKI;ES;62.5;1135;TS TERRAINS/CHEMINS;M;INFERIEURE;162.0;E"
"SUZUKI;ES;131.0;1495;BERLINE;M;MOY-SUPERIEURE;183.0;E"
"SUZUKI;ES;50.0;1050;MINISPACE;M;INFERIEURE;109.0;B"
"SUZUKI;ES;69.0;1115;MINISPACE;A;INFERIEURE;131.0;C"
"SUZUKI;ES;69.0;1110;BERLINE;M;INFERIEURE;128.0;C"
"SUZUKI;GO;55.0;1125;BERLINE;M;INFERIEURE;109.0;B"
"SUZUKI;ES;100.0;1115;BERLINE;M;INFERIEURE;147.0;D"
"SUZUKI;ES;69.0;1050;BERLINE;A;INFERIEURE;125.0;C"
"SUZUKI;ES;69.0;1020;BERLINE;M;INFERIEURE;116.0;B"
"SUZUKI;GO;55.0;1125;BERLINE;M;INFERIEURE;101.0;B"
"SUZUKI;GO;55.0;1140;BERLINE;M;INFERIEURE;109.0;B"
"SUZUKI;ES;100.0;1130;BERLINE;M;INFERIEURE;147.0;D"
"SUZUKI;ES;69.0;1065;BERLINE;A;INFERIEURE;128.0;C"
"SUZUKI;ES;69.0;1035;BERLINE;M;INFERIEURE;116.0;B"
"SUZUKI;GO;55.0;1140;BERLINE;M;INFERIEURE;101.0;B"
"SUZUKI;ES;69.0;1110;BERLINE;M;INFERIEURE;126.0;C"
"SUZUKI;GO;99.2;1360;TS TERRAINS/CHEMINS;M;INFERIEURE;128.0;C"
"SUZUKI;GO;99.2;1425;TS TERRAINS/CHEMINS;M;INFERIEURE;139.0;C"
"TOYOTA;GO;91.0;1395;BERLINE;M;MOY-INFERIEURE;112.0;B"
"TOYOTA;GO;91.0;1395;BERLINE;M;MOY-INFERIEURE;115.0;B"
"TOYOTA;GO;66.0;1270;BERLINE;M;MOY-INFERIEURE;109.0;B"
"TOYOTA;GO;66.0;1270;BERLINE;M;MOY-INFERIEURE;99.0;A"
"TOYOTA;ES;73.0;1225;BERLINE;M;MOY-INFERIEURE;128.0;C"
"TOYOTA;GO;91.0;1555;BERLINE;M;MOY-INFERIEURE;119.0;B"
"TOYOTA;GO;91.0;1585;BREAK;M;MOY-INFERIEURE;120.0;B"
"TOYOTA;GO;110.0;1605;BERLINE;A;MOY-INFERIEURE;165.0;E"
"TOYOTA;GO;110.0;1610;BERLINE;A;MOY-INFERIEURE;167.0;E"
"TOYOTA;GO;110.0;1590;BERLINE;M;MOY-INFERIEURE;143.0;D"
"TOYOTA;GO;110.0;1590;BERLINE;M;MOY-INFERIEURE;145.0;D"
"TOYOTA;GO;110.0;1635;BREAK;A;MOY-INFERIEURE;170.0;E"
"TOYOTA;GO;110.0;1645;BREAK;A;MOY-INFERIEURE;173.0;E"
"TOYOTA;GO;110.0;1620;BREAK;M;MOY-INFERIEURE;147.0;D"
"TOYOTA;GO;110.0;1620;BREAK;M;MOY-INFERIEURE;149.0;D"
"TOYOTA;ES;108.0;1450;BERLINE;M;MOY-INFERIEURE;152.0;D"
"TOYOTA;ES;108.0;1460;BERLINE;M;MOY-INFERIEURE;152.0;D"
"TOYOTA;ES;108.0;1485;BREAK;M;MOY-INFERIEURE;153.0;D"
"TOYOTA;ES;50.0;905;BERLINE;A;ECONOMIQUE;104.0;B"
"TOYOTA;ES;50.0;895;BERLINE;M;ECONOMIQUE;99.0;A"
"TOYOTA;ES;50.0;875;BERLINE;M;ECONOMIQUE;99.0;A"
"TOYOTA;ES;50.0;915;BERLINE;A;ECONOMIQUE;104.0;B"
"TOYOTA;ES;50.0;905;BERLINE;M;ECONOMIQUE;99.0;A"
"TOYOTA;ES;50.0;880;BERLINE;M;ECONOMIQUE;99.0;A"
"TOYOTA;ES;147.0;1328;COUPE;A;LUXE;164.0;E"
"TOYOTA;ES;147.0;1305;COUPE;M;LUXE;181.0;E"
"TOYOTA;ES;50.0;920;BERLINE;M;INFERIEURE;99.0;A"
"TOYOTA;GO;140.0;2180;TS TERRAINS/CHEMINS;A;LUXE;213.0;F"
"TOYOTA;GO;140.0;2170;TS TERRAINS/CHEMINS;M;LUXE;217.0;F"
"TOYOTA;GO;140.0;2070;TS TERRAINS/CHEMINS;A;LUXE;209.0;F"
"TOYOTA;GO;140.0;2060;TS TERRAINS/CHEMINS;M;LUXE;214.0;F"
